Year Month,VEDA Measure,VEDA Measure PY,VEDA Measure Sentiment,VEDA Measure FormatString,VEDA Measure Category,VEDA Measure Name
2021-03-31 00:00:00,9.8432,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to Offer Extended  Average (Cal Days)
2021-03-31 00:00:00,9.8432,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to Offer Extended Median (Cal Days)
2021-03-31 00:00:00,0.0889,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To HM Qualified  Median (Cal Days)
2021-03-31 00:00:00,0.0889,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To HM Qualified Average (Cal Days)
2021-03-31 00:00:00,0.0884,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted to MSP Qualified Average (Cal Days)
2021-03-31 00:00:00,0.0884,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted to MSP Qualified Median (Cal Days)
2021-03-31 00:00:00,9.9315,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Offer Extended  Median (Cal Days)
2021-03-31 00:00:00,9.9315,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Offer Extended Average (Cal Days)
2021-03-31 00:00:00,0.2922,0.2895,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Over Rate Card Rate % Delta (During Period)
2021-03-31 00:00:00,0.3711283185840708,0.3506631299734748,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Over Rate Card Rate % of Total (During Period)
2021-03-31 00:00:00,0.018884892086330936,0.018884892086330936,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are 1099 % of Total
2021-03-31 00:00:00,0.020464601769911505,0.01909814323607427,LOW IS GOOD,0.00%;-0.00%;0.00%,Demographic & Compliance Measures,Active Assignments that are 1099 % of Total (During Period)
2021-03-31 00:00:00,0.3035071942446043,0.3035071942446043,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are W2 % of Total
2021-03-31 00:00:00,0.3346238938053097,0.36816976127320955,LOW IS GOOD,0.00%;-0.00%;0.00%,Demographic & Compliance Measures,Active Assignments that are W2 % of Total (During Period)
2021-03-31 00:00:00,0.004424778761061947,0.004774535809018567,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Within 1% Below Rate Card % of Total (During Period)
2021-03-31 00:00:00,1,,LOW IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Candidates Hired Pre-Id %
2021-03-31 00:00:00,0.4936,,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Markup %
2021-03-31 00:00:00,1,,LOW IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Candidates Submitted Pre-Id %
2021-03-31 00:00:00,0.16379310344827586,0.25,LOW IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,Negative Turnover %
2021-03-31 00:00:00,,0.0625,LOW IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,No Show %
2021-03-31 00:00:00,0,0,LOW IS GOOD,0.0000%;-0.0000%;0.0000%,Spend Measures,Total Beeline Fee %
2021-03-31 00:00:00,675,675,LOW/HIGH IS NEUTRAL,"",Misc Measures,Active Assignments that are W2
2021-03-31 00:00:00,232,176,LOW/HIGH IS NEUTRAL,0,Sourcing Measures,Assignment Ends
2021-03-31 00:00:00,25,25,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs Submitting Requests
2021-03-31 00:00:00,540,540,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments
2021-03-31 00:00:00,531,545,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments (During Period)
2021-03-31 00:00:00,45,33,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Assignment Starts
2021-03-31 00:00:00,427,446,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Spend
2021-03-31 00:00:00,34,35,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers Receiving Requests
2021-03-31 00:00:00,1,,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers Submitting Candidates
2021-03-31 00:00:00,130,130,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments
2021-03-31 00:00:00,132,135,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments (During Period)
2021-03-31 00:00:00,30,25,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Assignments Starts
2021-03-31 00:00:00,88,87,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Spend
2021-04-30 00:00:00,2224,2224,HIGH IS GOOD,"#,0",Misc Measures,Active Assignments
2021-04-30 00:00:00,98,50,HIGH IS GOOD,"#,0",Sourcing Measures,Openings
2021-04-30 00:00:00,49,34,HIGH IS GOOD,"#,0",Sourcing Measures,Requests
2021-04-30 00:00:00,49,34,HIGH IS GOOD,"#,0",Sourcing Measures,Requests Received
2021-04-30 00:00:00,1,1,HIGH IS GOOD,"#,0",Sourcing Measures,Requests Responded w/Candidates
2021-04-30 00:00:00,21258666,19455072,HIGH IS GOOD,"#,0.00",Spend Measures,Total Spend-Thru
2021-04-30 00:00:00,0,0,HIGH IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Spend Measures,Total Volume Discount
2021-04-30 00:00:00,1729,1808,HIGH IS GOOD,0,Demographic & Compliance Measures,Active Assignments (During Period)
2021-04-30 00:00:00,153,99,HIGH IS GOOD,0,Sourcing Measures,Assignment Starts
2021-04-30 00:00:00,,2,HIGH IS GOOD,0,Sourcing Measures,Candidates Hired
2021-04-30 00:00:00,1,2,HIGH IS GOOD,0,Quality Measures,Candidates Qualified
2021-04-30 00:00:00,1,2,HIGH IS GOOD,0,Sourcing Measures,Candidates Submitted
2021-04-30 00:00:00,98,50,HIGH IS GOOD,0,Sourcing Measures,Openings Received
2021-04-30 00:00:00,44,69,HIGH IS GOOD,0,Quality Measures,Positive Turnover Count
2021-04-30 00:00:00,101,75,HIGH IS GOOD,0,Sourcing Measures,Releases
2021-04-30 00:00:00,,0.6666666666666666,HIGH IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Fill Efficiency Rate %
2021-04-30 00:00:00,,1,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Qualified to Hire %
2021-04-30 00:00:00,0.25,0.125,HIGH IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Response Rate %
2021-04-30 00:00:00,,1,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Submit to Hire %
2021-04-30 00:00:00,1,1,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Submit to Qualified %
2021-04-30 00:00:00,0.2740740740740741,0.16379310344827586,HIGH IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,Positive Turnover %
2021-04-30 00:00:00,0,0,HIGH IS GOOD,0.0000%;-0.0000%;0.0000%,Spend Measures,Total Volume Discount %
2021-04-30 00:00:00,113.0528,104.7039,LOW IS GOOD,"#,0",Sourcing Measures,1st Qualified Candidate Response (In Hours)
2021-04-30 00:00:00,659,671,LOW IS GOOD,"#,0",Cost Containment,Active Assignments Over Rate Card Rate (During Period)
2021-04-30 00:00:00,,2,LOW IS GOOD,"#,0",Sourcing Measures,Candidates Submitted Pre-Id
2021-04-30 00:00:00,0,0,LOW IS GOOD,"#,0.00",Spend Measures,Total Beeline Fee
2021-04-30 00:00:00,90,16.43,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Average Bill Rate
2021-04-30 00:00:00,,11,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Average Pay Rate
2021-04-30 00:00:00,90,16.43,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Median Bill Rate
2021-04-30 00:00:00,,11,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Median Pay Rate
2021-04-30 00:00:00,42,42,LOW IS GOOD,0,Misc Measures,Active Assignments that are 1099
2021-04-30 00:00:00,34,37,LOW IS GOOD,0,Demographic & Compliance Measures,Active Assignments that are 1099 (During Period)
2021-04-30 00:00:00,540,605,LOW IS GOOD,0,Demographic & Compliance Measures,Active Assignments that are W2 (During Period)
2021-04-30 00:00:00,7,8,LOW IS GOOD,0,Cost Containment,Active Assignments Within 1% Below Rate Card (During Period)
2021-04-30 00:00:00,,2,LOW IS GOOD,0,Sourcing Measures,Candidates Hired Pre-Id
2021-04-30 00:00:00,37,38,LOW IS GOOD,0,Quality Measures,Negative Turnover Count
2021-04-30 00:00:00,1,,LOW IS GOOD,0,Quality Measures,No Show Count
2021-04-30 00:00:00,4.67,4,LOW IS GOOD,0.00,Quality Measures,Avg Interview Rating
2021-04-30 00:00:00,,9.8427,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From HM Qualified to Offer Extended Average  (Cal Days)
2021-04-30 00:00:00,,9.8427,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From HM Qualified to Offer Extended Median (Cal Days)
2021-04-30 00:00:00,0.0007,0.0005,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to HM Qualified Average (Cal Days)
2021-04-30 00:00:00,0.0007,0.0005,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to HM Qualified Median (Cal Days)
2021-04-30 00:00:00,,9.8432,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to Offer Extended  Average (Cal Days)
2021-04-30 00:00:00,,9.8432,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to Offer Extended Median (Cal Days)
2021-04-30 00:00:00,0.7693,0.0889,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To HM Qualified  Median (Cal Days)
2021-04-30 00:00:00,0.7693,0.0889,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To HM Qualified Average (Cal Days)
2021-04-30 00:00:00,3.9066,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Interview Scheduled Average (Cal Days)
2021-04-30 00:00:00,3.9066,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Interview Scheduled Median (Cal Days)
2021-04-30 00:00:00,0.7686,0.0884,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted to MSP Qualified Average (Cal Days)
2021-04-30 00:00:00,0.7686,0.0884,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted to MSP Qualified Median (Cal Days)
2021-04-30 00:00:00,,9.9315,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Offer Extended  Median (Cal Days)
2021-04-30 00:00:00,,9.9315,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Offer Extended Average (Cal Days)
2021-04-30 00:00:00,0.2968,0.2922,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Over Rate Card Rate % Delta (During Period)
2021-04-30 00:00:00,0.38114517061885483,0.3711283185840708,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Over Rate Card Rate % of Total (During Period)
2021-04-30 00:00:00,0.018884892086330936,0.018884892086330936,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are 1099 % of Total
2021-04-30 00:00:00,0.019664545980335454,0.020464601769911505,LOW IS GOOD,0.00%;-0.00%;0.00%,Demographic & Compliance Measures,Active Assignments that are 1099 % of Total (During Period)
2021-04-30 00:00:00,0.3035071942446043,0.3035071942446043,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are W2 % of Total
2021-04-30 00:00:00,0.31231925968768076,0.3346238938053097,LOW IS GOOD,0.00%;-0.00%;0.00%,Demographic & Compliance Measures,Active Assignments that are W2 % of Total (During Period)
2021-04-30 00:00:00,0.004048582995951417,0.004424778761061947,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Within 1% Below Rate Card % of Total (During Period)
2021-04-30 00:00:00,,1,LOW IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Candidates Hired Pre-Id %
2021-04-30 00:00:00,,0.4936,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Markup %
2021-04-30 00:00:00,,1,LOW IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Candidates Submitted Pre-Id %
2021-04-30 00:00:00,0.2740740740740741,0.16379310344827586,LOW IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,Negative Turnover %
2021-04-30 00:00:00,0.007407407407407408,,LOW IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,No Show %
2021-04-30 00:00:00,0,0,LOW IS GOOD,0.0000%;-0.0000%;0.0000%,Spend Measures,Total Beeline Fee %
2021-04-30 00:00:00,675,675,LOW/HIGH IS NEUTRAL,"",Misc Measures,Active Assignments that are W2
2021-04-30 00:00:00,135,232,LOW/HIGH IS NEUTRAL,0,Sourcing Measures,Assignment Ends
2021-04-30 00:00:00,30,25,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs Submitting Requests
2021-04-30 00:00:00,540,540,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments
2021-04-30 00:00:00,491,531,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments (During Period)
2021-04-30 00:00:00,61,45,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Assignment Starts
2021-04-30 00:00:00,427,427,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Spend
2021-04-30 00:00:00,39,34,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers Receiving Requests
2021-04-30 00:00:00,1,1,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers Submitting Candidates
2021-04-30 00:00:00,130,130,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments
2021-04-30 00:00:00,130,132,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments (During Period)
2021-04-30 00:00:00,34,30,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Assignments Starts
2021-04-30 00:00:00,86,88,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Spend
2021-05-31 00:00:00,2224,2224,HIGH IS GOOD,"#,0",Misc Measures,Active Assignments
2021-05-31 00:00:00,120,98,HIGH IS GOOD,"#,0",Sourcing Measures,Openings
2021-05-31 00:00:00,57,49,HIGH IS GOOD,"#,0",Sourcing Measures,Requests
2021-05-31 00:00:00,57,49,HIGH IS GOOD,"#,0",Sourcing Measures,Requests Received
2021-05-31 00:00:00,6,1,HIGH IS GOOD,"#,0",Sourcing Measures,Requests Responded w/Candidates
2021-05-31 00:00:00,14876663,21258666,HIGH IS GOOD,"#,0.00",Spend Measures,Total Spend-Thru
2021-05-31 00:00:00,0,0,HIGH IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Spend Measures,Total Volume Discount
2021-05-31 00:00:00,1756,1729,HIGH IS GOOD,0,Demographic & Compliance Measures,Active Assignments (During Period)
2021-05-31 00:00:00,162,153,HIGH IS GOOD,0,Sourcing Measures,Assignment Starts
2021-05-31 00:00:00,6,,HIGH IS GOOD,0,Sourcing Measures,Candidates Hired
2021-05-31 00:00:00,20,1,HIGH IS GOOD,0,Quality Measures,Candidates Qualified
2021-05-31 00:00:00,20,1,HIGH IS GOOD,0,Sourcing Measures,Candidates Submitted
2021-05-31 00:00:00,120,98,HIGH IS GOOD,0,Sourcing Measures,Openings Received
2021-05-31 00:00:00,38,44,HIGH IS GOOD,0,Quality Measures,Positive Turnover Count
2021-05-31 00:00:00,208,101,HIGH IS GOOD,0,Sourcing Measures,Releases
2021-05-31 00:00:00,0.19865800865800864,,HIGH IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Fill Efficiency Rate %
2021-05-31 00:00:00,0.3,,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Qualified to Hire %
2021-05-31 00:00:00,0.22321428571428573,0.25,HIGH IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Response Rate %
2021-05-31 00:00:00,0.5066666666666666,,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Submit to Hire %
2021-05-31 00:00:00,1,1,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Submit to Qualified %
2021-05-31 00:00:00,0.2903225806451613,0.2740740740740741,HIGH IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,Positive Turnover %
2021-05-31 00:00:00,0,0,HIGH IS GOOD,0.0000%;-0.0000%;0.0000%,Spend Measures,Total Volume Discount %
2021-05-31 00:00:00,145.6053,113.0528,LOW IS GOOD,"#,0",Sourcing Measures,1st Qualified Candidate Response (In Hours)
2021-05-31 00:00:00,691,659,LOW IS GOOD,"#,0",Cost Containment,Active Assignments Over Rate Card Rate (During Period)
2021-05-31 00:00:00,1,,LOW IS GOOD,"#,0",Cost Containment,Candidates Over Request Rate
2021-05-31 00:00:00,16.3503,,LOW IS GOOD,"#,0.00",Sourcing Measures,Time to Onboard
2021-05-31 00:00:00,0,0,LOW IS GOOD,"#,0.00",Spend Measures,Total Beeline Fee
2021-05-31 00:00:00,70.125,90,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Average Bill Rate
2021-05-31 00:00:00,15.4733,,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Average Pay Rate
2021-05-31 00:00:00,85,90,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Median Bill Rate
2021-05-31 00:00:00,15,,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Median Pay Rate
2021-05-31 00:00:00,42,42,LOW IS GOOD,0,Misc Measures,Active Assignments that are 1099
2021-05-31 00:00:00,33,34,LOW IS GOOD,0,Demographic & Compliance Measures,Active Assignments that are 1099 (During Period)
2021-05-31 00:00:00,494,540,LOW IS GOOD,0,Demographic & Compliance Measures,Active Assignments that are W2 (During Period)
2021-05-31 00:00:00,8,7,LOW IS GOOD,0,Cost Containment,Active Assignments Within 1% Below Rate Card (During Period)
2021-05-31 00:00:00,36,37,LOW IS GOOD,0,Quality Measures,Negative Turnover Count
2021-05-31 00:00:00,,1,LOW IS GOOD,0,Quality Measures,No Show Count
2021-05-31 00:00:00,3.0255,4.67,LOW IS GOOD,0.00,Quality Measures,Avg Interview Rating
2021-05-31 00:00:00,9.3084,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From HM Qualified to Offer Extended Average  (Cal Days)
2021-05-31 00:00:00,6.6672,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From HM Qualified to Offer Extended Median (Cal Days)
2021-05-31 00:00:00,0.0004,0.0007,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to HM Qualified Average (Cal Days)
2021-05-31 00:00:00,0.0003,0.0007,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to HM Qualified Median (Cal Days)
2021-05-31 00:00:00,9.3088,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to Offer Extended  Average (Cal Days)
2021-05-31 00:00:00,6.6677,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to Offer Extended Median (Cal Days)
2021-05-31 00:00:00,15.5874,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted to Hired Average (Cal Days)
2021-05-31 00:00:00,13.0642,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted to Hired Median (Cal Days)
2021-05-31 00:00:00,16.3503,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted To Onboard Average (Cal Days)
2021-05-31 00:00:00,13.6125,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted To Onboard Median (Cal Days)
2021-05-31 00:00:00,1.3146,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Extended to Offer Accepted Average (Cal Days)
2021-05-31 00:00:00,0.5163,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Extended to Offer Accepted Median (Cal Days)
2021-05-31 00:00:00,26.8578,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Hired Average (Cal Days)
2021-05-31 00:00:00,24.1707,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Hired Median (Cal Days)
2021-05-31 00:00:00,0.8472,0.7693,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To HM Qualified  Median (Cal Days)
2021-05-31 00:00:00,1.346,0.7693,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To HM Qualified Average (Cal Days)
2021-05-31 00:00:00,7.0083,3.9066,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Interview Scheduled Average (Cal Days)
2021-05-31 00:00:00,4.5419,3.9066,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Interview Scheduled Median (Cal Days)
2021-05-31 00:00:00,1.3457,0.7686,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted to MSP Qualified Average (Cal Days)
2021-05-31 00:00:00,0.8472,0.7686,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted to MSP Qualified Median (Cal Days)
2021-05-31 00:00:00,7.5006,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Offer Extended  Median (Cal Days)
2021-05-31 00:00:00,9.9558,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Offer Extended Average (Cal Days)
2021-05-31 00:00:00,27.6207,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Onboard Average  (Cal Days)
2021-05-31 00:00:00,25.5425,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Onboard Median (Cal Days)
2021-05-31 00:00:00,0.3037,0.2968,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Over Rate Card Rate % Delta (During Period)
2021-05-31 00:00:00,0.3935079726651481,0.38114517061885483,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Over Rate Card Rate % of Total (During Period)
2021-05-31 00:00:00,0.018884892086330936,0.018884892086330936,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are 1099 % of Total
2021-05-31 00:00:00,0.01879271070615034,0.019664545980335454,LOW IS GOOD,0.00%;-0.00%;0.00%,Demographic & Compliance Measures,Active Assignments that are 1099 % of Total (During Period)
2021-05-31 00:00:00,0.3035071942446043,0.3035071942446043,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are W2 % of Total
2021-05-31 00:00:00,0.28132118451025057,0.31231925968768076,LOW IS GOOD,0.00%;-0.00%;0.00%,Demographic & Compliance Measures,Active Assignments that are W2 % of Total (During Period)
2021-05-31 00:00:00,0.004555808656036446,0.004048582995951417,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Within 1% Below Rate Card % of Total (During Period)
2021-05-31 00:00:00,0.4891,,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Markup %
2021-05-31 00:00:00,0.4891,,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Markup % (W2)
2021-05-31 00:00:00,0.0909,,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Over Request Rate % Delta
2021-05-31 00:00:00,0.05,,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Over Request Rate % of Total
2021-05-31 00:00:00,0.2903225806451613,0.2740740740740741,LOW IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,Negative Turnover %
2021-05-31 00:00:00,,0.007407407407407408,LOW IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,No Show %
2021-05-31 00:00:00,0,0,LOW IS GOOD,0.0000%;-0.0000%;0.0000%,Spend Measures,Total Beeline Fee %
2021-05-31 00:00:00,675,675,LOW/HIGH IS NEUTRAL,"",Misc Measures,Active Assignments that are W2
2021-05-31 00:00:00,124,135,LOW/HIGH IS NEUTRAL,0,Sourcing Measures,Assignment Ends
2021-05-31 00:00:00,39,30,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs Submitting Requests
2021-05-31 00:00:00,540,540,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments
2021-05-31 00:00:00,481,491,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments (During Period)
2021-05-31 00:00:00,71,61,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Assignment Starts
2021-05-31 00:00:00,378,427,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Spend
2021-05-31 00:00:00,45,39,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers Receiving Requests
2021-05-31 00:00:00,7,1,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers Submitting Candidates
2021-05-31 00:00:00,130,130,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments
2021-05-31 00:00:00,128,130,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments (During Period)
2021-05-31 00:00:00,37,34,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Assignments Starts
2021-05-31 00:00:00,81,86,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Spend
2021-06-30 00:00:00,2224,2224,HIGH IS GOOD,"#,0",Misc Measures,Active Assignments
2021-06-30 00:00:00,125,120,HIGH IS GOOD,"#,0",Sourcing Measures,Openings
2021-06-30 00:00:00,83,57,HIGH IS GOOD,"#,0",Sourcing Measures,Requests
2021-06-30 00:00:00,83,57,HIGH IS GOOD,"#,0",Sourcing Measures,Requests Received
2021-06-30 00:00:00,8,6,HIGH IS GOOD,"#,0",Sourcing Measures,Requests Responded w/Candidates
2021-06-30 00:00:00,16991214,14876663,HIGH IS GOOD,"#,0.00",Spend Measures,Total Spend-Thru
2021-06-30 00:00:00,0,0,HIGH IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Spend Measures,Total Volume Discount
2021-06-30 00:00:00,1849,1756,HIGH IS GOOD,0,Demographic & Compliance Measures,Active Assignments (During Period)
2021-06-30 00:00:00,217,162,HIGH IS GOOD,0,Sourcing Measures,Assignment Starts
2021-06-30 00:00:00,7,6,HIGH IS GOOD,0,Sourcing Measures,Candidates Hired
2021-06-30 00:00:00,25,20,HIGH IS GOOD,0,Quality Measures,Candidates Qualified
2021-06-30 00:00:00,25,20,HIGH IS GOOD,0,Sourcing Measures,Candidates Submitted
2021-06-30 00:00:00,125,120,HIGH IS GOOD,0,Sourcing Measures,Openings Received
2021-06-30 00:00:00,34,38,HIGH IS GOOD,0,Quality Measures,Positive Turnover Count
2021-06-30 00:00:00,312,208,HIGH IS GOOD,0,Sourcing Measures,Releases
2021-06-30 00:00:00,0.4861111111111111,0.19865800865800864,HIGH IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Fill Efficiency Rate %
2021-06-30 00:00:00,0.28,0.3,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Qualified to Hire %
